file_path,dimensions,color_mode,is_valid,error_flag,class_label,file_extension,aspect_ratio,channels,split_assigned,file_size_bytes,sha256_hash,phash,dhash
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_86.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,23881,12fd103c3274c0834b0b67fc5e3cb7499aa5a8a0d2128260f40ccd03f3511e4c,c04e2b356fb53c34,62e0a4cab494c8a0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_87.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21777,0ae021e221cf0803074d8359da04af9e76e9879fc056d6205ee35caa2826557c,857e6b3868a564e6,3260c4eae4dcc8e8
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_88.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,24220,8aa9836a326072bf49f4d604a9d247d9b75e7ebfa1ce14790233d5dbafa24297,951b3e722df83129,39e4d28ab2d494e4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_89.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,14066,0f673459b5dba7f9dab9a6a32309e2c89ddf4bb9b799d3350f56c33e8cc8b2d3,966d699631cb9398,c4b269f4dcecf092
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_9.jpg,"(512, 512)",RGB,True,,meningioma,.jpg,1.0,3,train,21985,41c35977c6660def7fac02f008ff10cc05bea3e9f5e5c068ea07dc514ed1e091,d46a2b3d3ea461d2,02f184a6b89aeaea
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_90.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,13954,e50960c499e99a17df350e4f261d140bb10d74d9a3d81d91c4878542e2b32538,c34f6c913066733b,b270e8c4c8c870b2
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_91.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,16670,5c32bc4af148302670ffb8a5aa58fc239cea60fbbfc08ba34a65230a0de6f6f4,d34f6c913066339b,b270e8ccd8d870b2
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_92.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,25891,8f9c305ee1ad7c0f9e616d2f95e5536f5858b575e81d7a56e98b574bb8a20666,91da4a8d0bcb9e2e,e8cca8d4aad4d4d4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_93.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,23977,77d1a53171807f4ac1df61651a8f2fc8f631ef6632810bd69abc454f60068cef,c55a2f3c6cb53065,72d098ccb2b6c6c6
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_94.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,18849,b8a72a6ed1229b7b33dc11c8641ebf15e55e9db20fd933e6372234013b8707b8,957a6a2969a57271,b268ccf4d0ccd4f0
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_95.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,19648,ef0e11d139ea444dbd4e266a8ccd3f79d22d82c5b16189481ec4047b605fb9c8,97597a2f68663829,71d8c8ccd0ccecec
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_96.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,19612,0e611156f0581371a53bdf68f60e17132a31b9d7e651f774f66fa5a772dc75d4,955a3e6d6ca63861,71d8c8ccd0d4d4e4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_97.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,26954,089a7ad8107e9ef50fc7c35e7407b18fcda170be3707749807a059a5cb46b3a8,81de4e8b5e8e3a4c,e0ccaaf2b2cec4c4
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_98.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,25839,47659f0b7a3739148ba3a036ec2204283a0a233876b0a0458bf251bfae9c2da8,d06e0b29376e1e35,e39968cc9ab8aadc
C:\Users\pedro\Desktop\TCC 1\Brain Tumor MRI Dataset\Training\meningioma\Tr-aug-me_99.jpg,"(512, 512)",L,True,,meningioma,.jpg,1.0,1,train,23620,fde0dcb9f7a9aeb206a5f7fc9cadc37231f528162eabd29589c21b348e2315a1,c02f2b3d6d3438f1,32f18c84d4d4ccf0
